Serial Number,MY59420041,
Model Number,U1272A,
Remark,-,
Date Time,3/10/2021 2:06:20 PM
 Record,Time,Function,Reading,Range,Unit
1737,3/10/2021 13:06:36.401,Temperature {NONE},64.8, °C,°C
1738,3/10/2021 13:06:37.401,Temperature {NONE},64.8, °C,°C
1739,3/10/2021 13:06:38.402,Temperature {NONE},64.8, °C,°C
1740,3/10/2021 13:06:39.403,Temperature {NONE},64.7, °C,°C
1741,3/10/2021 13:06:40.403,Temperature {NONE},64.8, °C,°C
1742,3/10/2021 13:06:41.403,Temperature {NONE},64.8, °C,°C
1743,3/10/2021 13:06:42.404,Temperature {NONE},64.7, °C,°C
1744,3/10/2021 13:06:43.405,Temperature {NONE},64.7, °C,°C
1745,3/10/2021 13:06:44.405,Temperature {NONE},64.7, °C,°C
1746,3/10/2021 13:06:45.407,Temperature {NONE},64.6, °C,°C
1747,3/10/2021 13:06:46.408,Temperature {NONE},64.7, °C,°C
1748,3/10/2021 13:06:47.409,Temperature {NONE},64.6, °C,°C
1749,3/10/2021 13:06:48.410,Temperature {NONE},64.6, °C,°C
1750,3/10/2021 13:06:49.410,Temperature {NONE},64.6, °C,°C
1751,3/10/2021 13:06:50.411,Temperature {NONE},64.6, °C,°C
1752,3/10/2021 13:06:51.412,Temperature {NONE},64.7, °C,°C
1753,3/10/2021 13:06:52.413,Temperature {NONE},64.7, °C,°C
1754,3/10/2021 13:06:53.414,Temperature {NONE},64.7, °C,°C
1755,3/10/2021 13:06:54.414,Temperature {NONE},64.7, °C,°C
1756,3/10/2021 13:06:55.415,Temperature {NONE},64.6, °C,°C
1757,3/10/2021 13:06:56.417,Temperature {NONE},64.6, °C,°C
1758,3/10/2021 13:06:57.417,Temperature {NONE},64.6, °C,°C
1759,3/10/2021 13:06:58.418,Temperature {NONE},64.7, °C,°C
1760,3/10/2021 13:06:59.418,Temperature {NONE},64.7, °C,°C
1761,3/10/2021 13:07:00.419,Temperature {NONE},64.7, °C,°C
1762,3/10/2021 13:07:01.421,Temperature {NONE},64.7, °C,°C
1763,3/10/2021 13:07:02.423,Temperature {NONE},64.7, °C,°C
1764,3/10/2021 13:07:03.423,Temperature {NONE},64.6, °C,°C
1765,3/10/2021 13:07:04.424,Temperature {NONE},64.6, °C,°C
1766,3/10/2021 13:07:05.425,Temperature {NONE},64.6, °C,°C
1767,3/10/2021 13:07:06.426,Temperature {NONE},64.6, °C,°C
1768,3/10/2021 13:07:07.429,Temperature {NONE},64.6, °C,°C
1769,3/10/2021 13:07:08.430,Temperature {NONE},64.6, °C,°C
1770,3/10/2021 13:07:09.431,Temperature {NONE},64.6, °C,°C
1771,3/10/2021 13:07:10.432,Temperature {NONE},64.6, °C,°C
1772,3/10/2021 13:07:11.433,Temperature {NONE},64.6, °C,°C
1773,3/10/2021 13:07:12.433,Temperature {NONE},64.6, °C,°C
1774,3/10/2021 13:07:13.434,Temperature {NONE},64.6, °C,°C
1775,3/10/2021 13:07:14.435,Temperature {NONE},64.5, °C,°C
1776,3/10/2021 13:07:15.436,Temperature {NONE},64.5, °C,°C
1777,3/10/2021 13:07:16.438,Temperature {NONE},64.4, °C,°C
1778,3/10/2021 13:07:17.439,Temperature {NONE},64.4, °C,°C
1779,3/10/2021 13:07:18.439,Temperature {NONE},64.4, °C,°C
1780,3/10/2021 13:07:19.440,Temperature {NONE},64.4, °C,°C
1781,3/10/2021 13:07:20.441,Temperature {NONE},64.4, °C,°C
1782,3/10/2021 13:07:21.443,Temperature {NONE},64.4, °C,°C
1783,3/10/2021 13:07:22.444,Temperature {NONE},64.5, °C,°C
1784,3/10/2021 13:07:23.446,Temperature {NONE},64.5, °C,°C
1785,3/10/2021 13:07:24.447,Temperature {NONE},64.5, °C,°C
1786,3/10/2021 13:07:25.449,Temperature {NONE},64.5, °C,°C
1787,3/10/2021 13:07:26.450,Temperature {NONE},64.5, °C,°C
1788,3/10/2021 13:07:27.450,Temperature {NONE},64.5, °C,°C
1789,3/10/2021 13:07:28.451,Temperature {NONE},64.4, °C,°C
1790,3/10/2021 13:07:29.452,Temperature {NONE},64.3, °C,°C
1791,3/10/2021 13:07:30.453,Temperature {NONE},64.3, °C,°C
1792,3/10/2021 13:07:31.454,Temperature {NONE},64.4, °C,°C
1793,3/10/2021 13:07:32.456,Temperature {NONE},64.3, °C,°C
1794,3/10/2021 13:07:33.457,Temperature {NONE},64.4, °C,°C
1795,3/10/2021 13:07:34.459,Temperature {NONE},64.3, °C,°C
1796,3/10/2021 13:07:35.460,Temperature {NONE},64.2, °C,°C
1797,3/10/2021 13:07:36.460,Temperature {NONE},64.3, °C,°C
1798,3/10/2021 13:07:37.461,Temperature {NONE},64.3, °C,°C
1799,3/10/2021 13:07:38.463,Temperature {NONE},64.2, °C,°C
1800,3/10/2021 13:07:39.463,Temperature {NONE},64.3, °C,°C
1801,3/10/2021 13:07:40.464,Temperature {NONE},64.3, °C,°C
1802,3/10/2021 13:07:41.466,Temperature {NONE},64.2, °C,°C
1803,3/10/2021 13:07:42.467,Temperature {NONE},64.2, °C,°C
1804,3/10/2021 13:07:43.468,Temperature {NONE},64.2, °C,°C
1805,3/10/2021 13:07:44.470,Temperature {NONE},64.2, °C,°C
1806,3/10/2021 13:07:45.471,Temperature {NONE},64.3, °C,°C
1807,3/10/2021 13:07:46.471,Temperature {NONE},64.2, °C,°C
1808,3/10/2021 13:07:47.472,Temperature {NONE},64.1, °C,°C
1809,3/10/2021 13:07:48.474,Temperature {NONE},64.1, °C,°C
1810,3/10/2021 13:07:49.476,Temperature {NONE},64.1, °C,°C
1811,3/10/2021 13:07:50.476,Temperature {NONE},64.2, °C,°C
1812,3/10/2021 13:07:51.477,Temperature {NONE},64.2, °C,°C
1813,3/10/2021 13:07:52.478,Temperature {NONE},64.2, °C,°C
1814,3/10/2021 13:07:53.479,Temperature {NONE},64.2, °C,°C
1815,3/10/2021 13:07:54.479,Temperature {NONE},64.2, °C,°C
1816,3/10/2021 13:07:55.481,Temperature {NONE},64.2, °C,°C
1817,3/10/2021 13:07:56.482,Temperature {NONE},64.2, °C,°C
1818,3/10/2021 13:07:57.484,Temperature {NONE},64.1, °C,°C
1819,3/10/2021 13:07:58.485,Temperature {NONE},64.1, °C,°C
1820,3/10/2021 13:07:59.487,Temperature {NONE},64.0, °C,°C
1821,3/10/2021 13:08:00.487,Temperature {NONE},64.1, °C,°C
1822,3/10/2021 13:08:01.488,Temperature {NONE},64.1, °C,°C
1823,3/10/2021 13:08:02.489,Temperature {NONE},64.1, °C,°C
1824,3/10/2021 13:08:03.491,Temperature {NONE},64.1, °C,°C
1825,3/10/2021 13:08:04.492,Temperature {NONE},64.2, °C,°C
1826,3/10/2021 13:08:05.493,Temperature {NONE},64.2, °C,°C
1827,3/10/2021 13:08:06.494,Temperature {NONE},64.2, °C,°C
1828,3/10/2021 13:08:07.495,Temperature {NONE},64.1, °C,°C
1829,3/10/2021 13:08:08.496,Temperature {NONE},64.0, °C,°C
1830,3/10/2021 13:08:09.497,Temperature {NONE},64.0, °C,°C
1831,3/10/2021 13:08:10.497,Temperature {NONE},64.0, °C,°C
1832,3/10/2021 13:08:11.499,Temperature {NONE},64.0, °C,°C
1833,3/10/2021 13:08:12.499,Temperature {NONE},64.1, °C,°C
1834,3/10/2021 13:08:13.501,Temperature {NONE},64.1, °C,°C
1835,3/10/2021 13:08:14.503,Temperature {NONE},64.1, °C,°C
1836,3/10/2021 13:08:15.504,Temperature {NONE},64.1, °C,°C
1837,3/10/2021 13:08:16.506,Temperature {NONE},64.1, °C,°C
1838,3/10/2021 13:08:17.507,Temperature {NONE},64.1, °C,°C
1839,3/10/2021 13:08:18.508,Temperature {NONE},64.0, °C,°C
1840,3/10/2021 13:08:19.508,Temperature {NONE},64.0, °C,°C
1841,3/10/2021 13:08:20.509,Temperature {NONE},64.0, °C,°C
1842,3/10/2021 13:08:21.510,Temperature {NONE},64.0, °C,°C
1843,3/10/2021 13:08:22.511,Temperature {NONE},64.1, °C,°C
1844,3/10/2021 13:08:23.512,Temperature {NONE},64.0, °C,°C
1845,3/10/2021 13:08:24.513,Temperature {NONE},63.9, °C,°C
1846,3/10/2021 13:08:25.514,Temperature {NONE},63.9, °C,°C
1847,3/10/2021 13:08:26.515,Temperature {NONE},63.8, °C,°C
1848,3/10/2021 13:08:27.517,Temperature {NONE},63.9, °C,°C
1849,3/10/2021 13:08:28.517,Temperature {NONE},63.9, °C,°C
1850,3/10/2021 13:08:29.519,Temperature {NONE},63.9, °C,°C
1851,3/10/2021 13:08:30.520,Temperature {NONE},63.9, °C,°C
1852,3/10/2021 13:08:31.520,Temperature {NONE},63.9, °C,°C
1853,3/10/2021 13:08:32.521,Temperature {NONE},63.9, °C,°C
1854,3/10/2021 13:08:33.521,Temperature {NONE},63.8, °C,°C
1855,3/10/2021 13:08:34.523,Temperature {NONE},63.8, °C,°C
1856,3/10/2021 13:08:35.525,Temperature {NONE},63.8, °C,°C
1857,3/10/2021 13:08:36.526,Temperature {NONE},63.8, °C,°C
1858,3/10/2021 13:08:37.527,Temperature {NONE},63.8, °C,°C
1859,3/10/2021 13:08:38.528,Temperature {NONE},63.8, °C,°C
1860,3/10/2021 13:08:39.529,Temperature {NONE},63.8, °C,°C
1861,3/10/2021 13:08:40.530,Temperature {NONE},63.9, °C,°C
1862,3/10/2021 13:08:41.531,Temperature {NONE},63.9, °C,°C
1863,3/10/2021 13:08:42.531,Temperature {NONE},63.9, °C,°C
1864,3/10/2021 13:08:43.532,Temperature {NONE},64.0, °C,°C
1865,3/10/2021 13:08:44.533,Temperature {NONE},64.0, °C,°C
1866,3/10/2021 13:08:45.534,Temperature {NONE},64.0, °C,°C
1867,3/10/2021 13:08:46.535,Temperature {NONE},64.0, °C,°C
1868,3/10/2021 13:08:47.537,Temperature {NONE},64.0, °C,°C
1869,3/10/2021 13:08:48.539,Temperature {NONE},64.0, °C,°C
1870,3/10/2021 13:08:49.540,Temperature {NONE},64.0, °C,°C
1871,3/10/2021 13:08:50.541,Temperature {NONE},64.0, °C,°C
1872,3/10/2021 13:08:51.542,Temperature {NONE},63.9, °C,°C
1873,3/10/2021 13:08:52.543,Temperature {NONE},63.9, °C,°C
1874,3/10/2021 13:08:53.543,Temperature {NONE},63.9, °C,°C
1875,3/10/2021 13:08:54.545,Temperature {NONE},63.9, °C,°C
1876,3/10/2021 13:08:55.545,Temperature {NONE},63.8, °C,°C
1877,3/10/2021 13:08:56.547,Temperature {NONE},63.8, °C,°C
1878,3/10/2021 13:08:57.547,Temperature {NONE},63.8, °C,°C
1879,3/10/2021 13:08:58.548,Temperature {NONE},63.8, °C,°C
1880,3/10/2021 13:08:59.548,Temperature {NONE},63.8, °C,°C
1881,3/10/2021 13:09:00.548,Temperature {NONE},63.8, °C,°C
1882,3/10/2021 13:09:01.549,Temperature {NONE},63.8, °C,°C
1883,3/10/2021 13:09:02.550,Temperature {NONE},63.8, °C,°C
1884,3/10/2021 13:09:03.551,Temperature {NONE},63.8, °C,°C
1885,3/10/2021 13:09:04.553,Temperature {NONE},63.7, °C,°C
1886,3/10/2021 13:09:05.553,Temperature {NONE},63.8, °C,°C
1887,3/10/2021 13:09:06.553,Temperature {NONE},63.7, °C,°C
1888,3/10/2021 13:09:07.554,Temperature {NONE},63.7, °C,°C
1889,3/10/2021 13:09:08.555,Temperature {NONE},63.7, °C,°C
1890,3/10/2021 13:09:09.556,Temperature {NONE},63.7, °C,°C
1891,3/10/2021 13:09:10.558,Temperature {NONE},63.7, °C,°C
1892,3/10/2021 13:09:11.559,Temperature {NONE},63.6, °C,°C
1893,3/10/2021 13:09:12.560,Temperature {NONE},63.6, °C,°C
1894,3/10/2021 13:09:13.562,Temperature {NONE},63.6, °C,°C
1895,3/10/2021 13:09:14.563,Temperature {NONE},63.6, °C,°C
1896,3/10/2021 13:09:15.564,Temperature {NONE},63.5, °C,°C
1897,3/10/2021 13:09:16.566,Temperature {NONE},63.5, °C,°C
1898,3/10/2021 13:09:17.566,Temperature {NONE},63.5, °C,°C
1899,3/10/2021 13:09:18.567,Temperature {NONE},63.5, °C,°C
1900,3/10/2021 13:09:19.569,Temperature {NONE},63.5, °C,°C
1901,3/10/2021 13:09:20.570,Temperature {NONE},63.5, °C,°C
1902,3/10/2021 13:09:21.570,Temperature {NONE},63.5, °C,°C
1903,3/10/2021 13:09:22.572,Temperature {NONE},63.6, °C,°C
1904,3/10/2021 13:09:23.573,Temperature {NONE},63.6, °C,°C
1905,3/10/2021 13:09:24.574,Temperature {NONE},63.6, °C,°C
1906,3/10/2021 13:09:25.576,Temperature {NONE},63.6, °C,°C
1907,3/10/2021 13:09:26.577,Temperature {NONE},63.6, °C,°C
1908,3/10/2021 13:09:27.578,Temperature {NONE},63.6, °C,°C
1909,3/10/2021 13:09:28.579,Temperature {NONE},63.6, °C,°C
1910,3/10/2021 13:09:29.580,Temperature {NONE},63.6, °C,°C
1911,3/10/2021 13:09:30.581,Temperature {NONE},63.6, °C,°C
1912,3/10/2021 13:09:31.583,Temperature {NONE},63.6, °C,°C
1913,3/10/2021 13:09:32.585,Temperature {NONE},63.7, °C,°C
1914,3/10/2021 13:09:33.586,Temperature {NONE},63.6, °C,°C
1915,3/10/2021 13:09:34.587,Temperature {NONE},63.6, °C,°C
1916,3/10/2021 13:09:35.588,Temperature {NONE},63.6, °C,°C
1917,3/10/2021 13:09:36.589,Temperature {NONE},63.6, °C,°C
1918,3/10/2021 13:09:37.589,Temperature {NONE},63.6, °C,°C
1919,3/10/2021 13:09:38.591,Temperature {NONE},63.5, °C,°C
1920,3/10/2021 13:09:39.592,Temperature {NONE},63.5, °C,°C
1921,3/10/2021 13:09:40.593,Temperature {NONE},63.5, °C,°C
1922,3/10/2021 13:09:41.594,Temperature {NONE},63.4, °C,°C
1923,3/10/2021 13:09:42.595,Temperature {NONE},63.4, °C,°C
1924,3/10/2021 13:09:43.596,Temperature {NONE},63.4, °C,°C
1925,3/10/2021 13:09:44.597,Temperature {NONE},63.4, °C,°C
1926,3/10/2021 13:09:45.598,Temperature {NONE},63.4, °C,°C
1927,3/10/2021 13:09:46.599,Temperature {NONE},63.4, °C,°C
1928,3/10/2021 13:09:47.600,Temperature {NONE},63.5, °C,°C
1929,3/10/2021 13:09:48.601,Temperature {NONE},63.4, °C,°C
1930,3/10/2021 13:09:49.602,Temperature {NONE},63.5, °C,°C
1931,3/10/2021 13:09:50.603,Temperature {NONE},63.5, °C,°C
1932,3/10/2021 13:09:51.604,Temperature {NONE},63.5, °C,°C
1933,3/10/2021 13:09:52.605,Temperature {NONE},63.5, °C,°C
1934,3/10/2021 13:09:53.607,Temperature {NONE},63.5, °C,°C
1935,3/10/2021 13:09:54.608,Temperature {NONE},63.4, °C,°C
1936,3/10/2021 13:09:55.609,Temperature {NONE},63.4, °C,°C
1937,3/10/2021 13:09:56.610,Temperature {NONE},63.4, °C,°C
1938,3/10/2021 13:09:57.611,Temperature {NONE},63.4, °C,°C
1939,3/10/2021 13:09:58.612,Temperature {NONE},63.3, °C,°C
1940,3/10/2021 13:09:59.613,Temperature {NONE},63.3, °C,°C
1941,3/10/2021 13:10:00.614,Temperature {NONE},63.3, °C,°C
1942,3/10/2021 13:10:01.615,Temperature {NONE},63.4, °C,°C
1943,3/10/2021 13:10:02.616,Temperature {NONE},63.4, °C,°C
1944,3/10/2021 13:10:03.616,Temperature {NONE},63.4, °C,°C
1945,3/10/2021 13:10:04.618,Temperature {NONE},63.4, °C,°C
1946,3/10/2021 13:10:05.619,Temperature {NONE},63.3, °C,°C
1947,3/10/2021 13:10:06.620,Temperature {NONE},63.3, °C,°C
1948,3/10/2021 13:10:07.621,Temperature {NONE},63.2, °C,°C
1949,3/10/2021 13:10:08.622,Temperature {NONE},63.2, °C,°C
1950,3/10/2021 13:10:09.623,Temperature {NONE},63.1, °C,°C
1951,3/10/2021 13:10:10.624,Temperature {NONE},63.2, °C,°C
1952,3/10/2021 13:10:11.625,Temperature {NONE},63.3, °C,°C
1953,3/10/2021 13:10:12.626,Temperature {NONE},63.3, °C,°C
1954,3/10/2021 13:10:13.627,Temperature {NONE},63.4, °C,°C
1955,3/10/2021 13:10:14.629,Temperature {NONE},63.4, °C,°C
1956,3/10/2021 13:10:15.629,Temperature {NONE},63.4, °C,°C
1957,3/10/2021 13:10:16.630,Temperature {NONE},63.4, °C,°C
1958,3/10/2021 13:10:17.632,Temperature {NONE},63.3, °C,°C
1959,3/10/2021 13:10:18.633,Temperature {NONE},63.2, °C,°C
1960,3/10/2021 13:10:19.635,Temperature {NONE},63.2, °C,°C
1961,3/10/2021 13:10:20.635,Temperature {NONE},63.2, °C,°C
1962,3/10/2021 13:10:21.636,Temperature {NONE},63.2, °C,°C
1963,3/10/2021 13:10:22.638,Temperature {NONE},63.1, °C,°C
1964,3/10/2021 13:10:23.639,Temperature {NONE},63.1, °C,°C
1965,3/10/2021 13:10:24.640,Temperature {NONE},63.0, °C,°C
1966,3/10/2021 13:10:25.641,Temperature {NONE},63.1, °C,°C
1967,3/10/2021 13:10:26.642,Temperature {NONE},63.1, °C,°C
1968,3/10/2021 13:10:27.643,Temperature {NONE},63.2, °C,°C
1969,3/10/2021 13:10:28.644,Temperature {NONE},63.2, °C,°C
1970,3/10/2021 13:10:29.645,Temperature {NONE},63.1, °C,°C
1971,3/10/2021 13:10:30.646,Temperature {NONE},63.2, °C,°C
1972,3/10/2021 13:10:31.647,Temperature {NONE},63.2, °C,°C
1973,3/10/2021 13:10:32.648,Temperature {NONE},63.2, °C,°C
1974,3/10/2021 13:10:33.649,Temperature {NONE},63.1, °C,°C
1975,3/10/2021 13:10:34.650,Temperature {NONE},63.1, °C,°C
1976,3/10/2021 13:10:35.651,Temperature {NONE},63.1, °C,°C
1977,3/10/2021 13:10:36.652,Temperature {NONE},63.1, °C,°C
1978,3/10/2021 13:10:37.653,Temperature {NONE},63.1, °C,°C
1979,3/10/2021 13:10:38.655,Temperature {NONE},63.1, °C,°C
1980,3/10/2021 13:10:39.656,Temperature {NONE},63.1, °C,°C
1981,3/10/2021 13:10:40.657,Temperature {NONE},63.2, °C,°C
1982,3/10/2021 13:10:41.658,Temperature {NONE},63.2, °C,°C
1983,3/10/2021 13:10:42.659,Temperature {NONE},63.2, °C,°C
1984,3/10/2021 13:10:43.659,Temperature {NONE},63.2, °C,°C
1985,3/10/2021 13:10:44.660,Temperature {NONE},63.2, °C,°C
1986,3/10/2021 13:10:45.661,Temperature {NONE},63.2, °C,°C
1987,3/10/2021 13:10:46.662,Temperature {NONE},63.2, °C,°C
1988,3/10/2021 13:10:47.663,Temperature {NONE},63.1, °C,°C
1989,3/10/2021 13:10:48.664,Temperature {NONE},63.1, °C,°C
1990,3/10/2021 13:10:49.665,Temperature {NONE},63.1, °C,°C
1991,3/10/2021 13:10:50.666,Temperature {NONE},63.1, °C,°C
1992,3/10/2021 13:10:51.667,Temperature {NONE},63.0, °C,°C
1993,3/10/2021 13:10:52.667,Temperature {NONE},63.0, °C,°C
1994,3/10/2021 13:10:53.668,Temperature {NONE},63.0, °C,°C
1995,3/10/2021 13:10:54.669,Temperature {NONE},62.9, °C,°C
1996,3/10/2021 13:10:55.670,Temperature {NONE},62.9, °C,°C
1997,3/10/2021 13:10:56.671,Temperature {NONE},63.0, °C,°C
1998,3/10/2021 13:10:57.672,Temperature {NONE},63.0, °C,°C
1999,3/10/2021 13:10:58.674,Temperature {NONE},63.0, °C,°C
2000,3/10/2021 13:10:59.674,Temperature {NONE},63.0, °C,°C
2001,3/10/2021 13:11:00.676,Temperature {NONE},63.0, °C,°C
2002,3/10/2021 13:11:01.677,Temperature {NONE},63.0, °C,°C
2003,3/10/2021 13:11:02.677,Temperature {NONE},62.9, °C,°C
2004,3/10/2021 13:11:03.679,Temperature {NONE},62.9, °C,°C
2005,3/10/2021 13:11:04.679,Temperature {NONE},62.9, °C,°C
2006,3/10/2021 13:11:05.680,Temperature {NONE},62.9, °C,°C
2007,3/10/2021 13:11:06.681,Temperature {NONE},62.9, °C,°C
2008,3/10/2021 13:11:07.682,Temperature {NONE},62.9, °C,°C
2009,3/10/2021 13:11:08.683,Temperature {NONE},62.9, °C,°C
2010,3/10/2021 13:11:09.684,Temperature {NONE},62.9, °C,°C
2011,3/10/2021 13:11:10.685,Temperature {NONE},62.9, °C,°C
2012,3/10/2021 13:11:11.685,Temperature {NONE},62.8, °C,°C
2013,3/10/2021 13:11:12.686,Temperature {NONE},62.8, °C,°C
2014,3/10/2021 13:11:13.687,Temperature {NONE},62.8, °C,°C
2015,3/10/2021 13:11:14.688,Temperature {NONE},62.9, °C,°C
2016,3/10/2021 13:11:15.689,Temperature {NONE},62.8, °C,°C
2017,3/10/2021 13:11:16.690,Temperature {NONE},62.8, °C,°C
2018,3/10/2021 13:11:17.692,Temperature {NONE},62.9, °C,°C
2019,3/10/2021 13:11:18.693,Temperature {NONE},62.9, °C,°C
2020,3/10/2021 13:11:19.694,Temperature {NONE},62.9, °C,°C
2021,3/10/2021 13:11:20.696,Temperature {NONE},62.9, °C,°C
2022,3/10/2021 13:11:21.697,Temperature {NONE},62.8, °C,°C
2023,3/10/2021 13:11:22.698,Temperature {NONE},62.8, °C,°C
2024,3/10/2021 13:11:23.698,Temperature {NONE},62.8, °C,°C
2025,3/10/2021 13:11:24.699,Temperature {NONE},62.7, °C,°C
2026,3/10/2021 13:11:25.700,Temperature {NONE},62.7, °C,°C
2027,3/10/2021 13:11:26.701,Temperature {NONE},62.7, °C,°C
2028,3/10/2021 13:11:27.702,Temperature {NONE},62.7, °C,°C
2029,3/10/2021 13:11:28.704,Temperature {NONE},62.7, °C,°C
2030,3/10/2021 13:11:29.706,Temperature {NONE},62.7, °C,°C
2031,3/10/2021 13:11:30.706,Temperature {NONE},62.7, °C,°C
2032,3/10/2021 13:11:31.707,Temperature {NONE},62.7, °C,°C
2033,3/10/2021 13:11:32.708,Temperature {NONE},62.7, °C,°C
2034,3/10/2021 13:11:33.708,Temperature {NONE},62.7, °C,°C
2035,3/10/2021 13:11:34.709,Temperature {NONE},62.7, °C,°C
2036,3/10/2021 13:11:35.710,Temperature {NONE},62.6, °C,°C
2037,3/10/2021 13:11:36.711,Temperature {NONE},62.6, °C,°C
2038,3/10/2021 13:11:37.712,Temperature {NONE},62.6, °C,°C
2039,3/10/2021 13:11:38.713,Temperature {NONE},62.6, °C,°C
2040,3/10/2021 13:11:39.713,Temperature {NONE},62.6, °C,°C
2041,3/10/2021 13:11:40.714,Temperature {NONE},62.6, °C,°C
2042,3/10/2021 13:11:41.716,Temperature {NONE},62.6, °C,°C
2043,3/10/2021 13:11:42.717,Temperature {NONE},62.6, °C,°C
2044,3/10/2021 13:11:43.718,Temperature {NONE},62.6, °C,°C
2045,3/10/2021 13:11:44.720,Temperature {NONE},62.6, °C,°C
2046,3/10/2021 13:11:45.721,Temperature {NONE},62.6, °C,°C
2047,3/10/2021 13:11:46.721,Temperature {NONE},62.6, °C,°C
2048,3/10/2021 13:11:47.722,Temperature {NONE},62.6, °C,°C
2049,3/10/2021 13:11:48.724,Temperature {NONE},62.6, °C,°C
2050,3/10/2021 13:11:49.724,Temperature {NONE},62.6, °C,°C
2051,3/10/2021 13:11:50.726,Temperature {NONE},62.6, °C,°C
2052,3/10/2021 13:11:51.727,Temperature {NONE},62.6, °C,°C
2053,3/10/2021 13:11:52.728,Temperature {NONE},62.6, °C,°C
2054,3/10/2021 13:11:53.729,Temperature {NONE},62.6, °C,°C
2055,3/10/2021 13:11:54.729,Temperature {NONE},62.6, °C,°C
2056,3/10/2021 13:11:55.730,Temperature {NONE},62.7, °C,°C
2057,3/10/2021 13:11:56.732,Temperature {NONE},62.7, °C,°C
2058,3/10/2021 13:11:57.733,Temperature {NONE},62.7, °C,°C
2059,3/10/2021 13:11:58.733,Temperature {NONE},62.7, °C,°C
2060,3/10/2021 13:11:59.734,Temperature {NONE},62.6, °C,°C
2061,3/10/2021 13:12:00.735,Temperature {NONE},62.5, °C,°C
2062,3/10/2021 13:12:01.736,Temperature {NONE},62.5, °C,°C
2063,3/10/2021 13:12:02.737,Temperature {NONE},62.4, °C,°C
2064,3/10/2021 13:12:03.738,Temperature {NONE},62.4, °C,°C
2065,3/10/2021 13:12:04.739,Temperature {NONE},62.4, °C,°C
2066,3/10/2021 13:12:05.740,Temperature {NONE},62.4, °C,°C
2067,3/10/2021 13:12:06.741,Temperature {NONE},62.4, °C,°C
2068,3/10/2021 13:12:07.742,Temperature {NONE},62.4, °C,°C
2069,3/10/2021 13:12:08.744,Temperature {NONE},62.5, °C,°C
2070,3/10/2021 13:12:09.745,Temperature {NONE},62.5, °C,°C
2071,3/10/2021 13:12:10.747,Temperature {NONE},62.5, °C,°C
2072,3/10/2021 13:12:11.748,Temperature {NONE},62.4, °C,°C
2073,3/10/2021 13:12:12.749,Temperature {NONE},62.4, °C,°C
2074,3/10/2021 13:12:13.750,Temperature {NONE},62.4, °C,°C
2075,3/10/2021 13:12:14.750,Temperature {NONE},62.4, °C,°C
2076,3/10/2021 13:12:15.751,Temperature {NONE},62.4, °C,°C
2077,3/10/2021 13:12:16.751,Temperature {NONE},62.4, °C,°C
2078,3/10/2021 13:12:17.753,Temperature {NONE},62.4, °C,°C
2079,3/10/2021 13:12:18.754,Temperature {NONE},62.4, °C,°C
2080,3/10/2021 13:12:19.754,Temperature {NONE},62.4, °C,°C
2081,3/10/2021 13:12:20.756,Temperature {NONE},62.3, °C,°C
2082,3/10/2021 13:12:21.757,Temperature {NONE},62.3, °C,°C
2083,3/10/2021 13:12:22.758,Temperature {NONE},62.4, °C,°C
2084,3/10/2021 13:12:23.759,Temperature {NONE},62.4, °C,°C
2085,3/10/2021 13:12:24.759,Temperature {NONE},62.4, °C,°C
2086,3/10/2021 13:12:25.761,Temperature {NONE},62.4, °C,°C
2087,3/10/2021 13:12:26.762,Temperature {NONE},62.4, °C,°C
2088,3/10/2021 13:12:27.763,Temperature {NONE},62.4, °C,°C
2089,3/10/2021 13:12:28.763,Temperature {NONE},62.4, °C,°C
2090,3/10/2021 13:12:29.764,Temperature {NONE},62.4, °C,°C
2091,3/10/2021 13:12:30.765,Temperature {NONE},62.4, °C,°C
2092,3/10/2021 13:12:31.766,Temperature {NONE},62.4, °C,°C
2093,3/10/2021 13:12:32.767,Temperature {NONE},62.4, °C,°C
2094,3/10/2021 13:12:33.768,Temperature {NONE},62.4, °C,°C
2095,3/10/2021 13:12:34.768,Temperature {NONE},62.4, °C,°C
2096,3/10/2021 13:12:35.769,Temperature {NONE},62.3, °C,°C
2097,3/10/2021 13:12:36.770,Temperature {NONE},62.3, °C,°C
2098,3/10/2021 13:12:37.771,Temperature {NONE},62.3, °C,°C
